EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Performancance lvel
3798,Bryanna,Ibarra,04-Apr-20,04-Jul-23,Production Technician I,Cheryl Martinez,bryanna.ibarra@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Voluntary,Town impact science learn break talk.,Production       ,General - Con,21-12-1961,MA,Lineman,Male,36648,Other,Widowed,Fully Meets,3,medium
3799,Sophie,Zavala,15-Oct-22,,Production Technician I,Ryan Carlson,sophie.zavala@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Executive,24-11-1964,MA,Director,Male,95984,Hispanic,Single,Exceeds,3,medium
3800,Amya,Grant,11-Jul-19,,Production Technician I,Jamie Henderson,amya.grant@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Sga,09-12-1950,MA,Administrator,Male,31864,Other,Married,Fully Meets,3,medium
3801,Jaydan,Neal,02-Oct-19,,Production Technician I,Jamie Stark,jaydan.neal@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,18-01-1948,MA,Laborer,Female,54738,Hispanic,Single,Fully Meets,3,medium
3802,Amiyah,Ramirez,04-Mar-21,,Production Technician I,Michael Andrade,amiyah.ramirez@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,28-03-1947,MA,Project Manager,Male,65896,White,Divorced,Fully Meets,3,medium
3803,Kai,Holt,10-Feb-21,01-Jan-22,Production Technician I,Jason Haley,kai.holt@bilearner.com,PL,Future Start,Contract,Zone B,Full-Time,Resignation,Cup arm drug place level table staff.,Production       ,Field Operations,12-05-1985,MA,Tower Hand,Female,35618,Black,Single,Fully Meets,3,medium
3804,Brendon,Wilson,15-May-19,,Production Technician I,Virginia Short,brendon.wilson@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,26-09-1978,MA,Lineman,Female,17561,Hispanic,Single,Fully Meets,3,medium
3805,Nancy,Short,28-Apr-22,,Production Technician I,Heather Bell,nancy.short@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,23-04-1982,MA,Mechanic,Male,13779,Other,Divorced,Fully Meets,3,medium
3806,Isabella,Wilkins,23-Sep-21,01-Jul-23,Production Technician I,Maria Obrien,isabella.wilkins@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Everybody list to. Green best stock yes happen.,Production       ,Field Operations,01-09-1974,MA,Groundman,Male,31026,Other,Married,Fully Meets,3,medium
3807,Mayra,Moss,15-Sep-21,10-Nov-21,Production Technician I,George Doyle,mayra.moss@bilearner.com,EW,Active,Contract,Zone C,Temporary,Resignation,Family identify bar modern. Yeah article rest.,Production       ,Project Management - Con,16-05-1964,MA,Manager,Male,84074,Asian,Single,Fully Meets,3,medium
3808,Maria,Gonzalez,27-Apr-19,20-Mar-20,IT Support,Jason Miller,maria.gonzalez@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Resignation,Address control day. Election safe free capital.,IT/IS,General - Sga,16-01-1948,MA,Administrator,Female,2472,White,Widowed,Fully Meets,3,medium
3809,Jumil,Turpin,06-Oct-19,23-Aug-20,Network Engineer,Raymond Bird,jumil.turpin@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Resignation,Somebody arm memory pull word.,IT/IS,Field Operations,20-01-2001,MA,Foreman,Male,2343,Hispanic,Single,Fully Meets,3,medium
3810,Ann,Daniele,16-Feb-20,,Sr. Network Engineer,Thomas Wilson,ann.daniele@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,General - Sga,10-10-1959,CT,Administrator,Female,6033,Black,Single,Fully Meets,3,medium
3811,Joe,South,14-May-22,21-Oct-22,Sr. Network Engineer,Robin Wilson,joe.south@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Back prove second tax air.,IT/IS,Fielders,11-03-1958,CT,Engineer,Male,6278,Hispanic,Widowed,Fully Meets,3,medium
3812,Sarah,Warfield,13-Feb-19,06-Aug-20,Sr. Network Engineer,Julie Lewis,sarah.warfield@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Resignation,Center west table security.,IT/IS,General - Eng,24-05-1985,MA,Administrative,Female,2453,Hispanic,Single,Fully Meets,3,medium
3813,Alejandro,Bacong,24-Aug-22,,IT Support,Joseph Mathews,alejandro.bacong@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,IT/IS,Engineers,25-02-1955,MA,Engineer,Male,1886,Hispanic,Widowed,Fully Meets,3,medium
3814,Jyoti,Lajiri,07-Jan-19,05-Sep-20,Sr. Network Engineer,Karen Crawford,jyoti.lajiri@bilearner.com,EW,Leave of Absence,Part-Time,Zone C,Full-Time,Retirement,Short quality fall name get science throughout.,IT/IS,Engineers,17-04-1955,MA,Coordinator,Male,2169,Black,Widowed,Fully Meets,3,medium
3815,Neville,Tredinnick,26-Mar-21,,Network Engineer,Mary Mcmillan,neville.tredinnick@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Project Management - Con,26-05-1984,MA,Coordinator,Male,1420,White,Divorced,Fully Meets,3,medium
3816,Anthony,Cisco,01-May-21,,IT Support,Kyle Adams,anthony.cisco@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,10-08-1956,MA,Technician,Male,2135,Hispanic,Single,Fully Meets,3,medium
3817,Linda,Dolan,10-Oct-21,21-Jan-23,IT Support,Jamie Baker,linda.dolan@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Resignation,Firm national vote result.,IT/IS,General - Con,01-01-1978,MA,Technician,Female,2119,Black,Single,Needs Improvement,3,medium
3818,Carlos,Merlos,02-Jan-20,03-Apr-22,Network Engineer,Daniel White,carlos.merlos@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Car book street pull try brother.,IT/IS,Wireless,15-06-1950,MA,Technician,Male,2138,Asian,Single,Fully Meets,3,medium
3819,Tanya,Morway,20-Jan-20,,Network Engineer,William Johnson,tanya.morway@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Aerial,26-11-1957,MA,Foreman,Female,2048,Asian,Single,Fully Meets,3,medium
3820,Anita,Shepard,11-Aug-18,21-May-21,Network Engineer,George Tran,anita.shepard@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Voluntary,Pattern son memory power citizen personal unit.,IT/IS,General - Con,29-09-1976,MA,Foreman,Female,1773,Other,Divorced,Fully Meets,3,medium
3821,Jeremiah,Semizoglou,18-Dec-21,,Sr. Network Engineer,Jonathan Knight,jeremiah.semizoglou@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Field Operations,03-04-1981,MA,Manager,Male,1545,White,Single,Fully Meets,3,medium
3822,Katrina,Lambert,24-Sep-19,04-Apr-22,Network Engineer,Calvin Williamson,katrina.lambert@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Retirement,Nice sit hotel doctor.,Executive Office,General - Con,18-09-1975,MA,Technician,Male,56727,Hispanic,Divorced,Fully Meets,3,medium
3823,Alexzander,Pope,17-Oct-22,26-Jun-23,Network Engineer,David Rodriguez,alexzander.pope@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Involuntary,Word once speech mind.,Executive Office,Shop (Fleet),24-08-1987,MA,Supervisor,Male,12469,White,Single,Needs Improvement,3,medium
3824,Derek,Holmes,07-Jan-20,,IT Support,Carolyn Richards,derek.holmes@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,General - Sga,21-11-1948,MA,Administrator,Male,83312,Black,Single,Fully Meets,3,medium
3825,Danika,Deleon,05-Nov-22,,IT Support,Karen York,danika.deleon@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Field Operations,23-05-1998,MA,Tower Hand,Male,97413,Black,Married,Fully Meets,3,medium
3826,Sabrina,Durham,26-Apr-23,03-Jun-23,IT Support,Jessica Hernandez,sabrina.durham@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Resignation,Part officer father last trouble field.,IT/IS,Field Operations,11-04-2001,MA,Laborer,Male,21759,Asian,Divorced,Fully Meets,3,medium
3827,Frankie,Carrillo,29-May-19,,IT Support,Dana Ballard,frankie.carrillo@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Eng,24-09-1992,MA,Engineer,Male,79707,Asian,Widowed,Fully Meets,3,medium
3828,Quintin,Solomon,12-Sep-19,,Sr. Network Engineer,Charles Duncan,quintin.solomon@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,28-10-1990,MA,Lineman,Male,84152,Black,Divorced,Fully Meets,3,medium
3829,Jaqueline,Pittman,27-Jan-19,26-Feb-21,Sr. Network Engineer,Jesse Newman,jaqueline.pittman@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Suffer rock nothing happen strong major spend.,IT/IS,Project Management - Con,12-03-1956,MA,Manager,Male,55408,Other,Married,Exceeds,3,medium
3830,Mariana,Glass,20-Aug-19,,Principal Data Architect,David Zavala,mariana.glass@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,30-05-1947,CT,Tower Hand,Male,89892,White,Widowed,PIP,3,medium
3831,Payton,Cross,14-Sep-18,,Enterprise Architect,John Holt,payton.cross@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Field Operations,07-03-1950,CT,Laborer,Female,16260,Hispanic,Divorced,Needs Improvement,3,medium
3832,Sloane,Rasmussen,02-Aug-21,29-Sep-22,Sr. DBA,Melinda Mcintyre,sloane.rasmussen@bilearner.com,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Resignation,Lead throw others.,IT/IS,Project Management - Eng,07-09-1964,MA,Planner,Female,96097,Hispanic,Widowed,PIP,3,medium
3833,Elise,Vazquez,26-Jan-22,02-Nov-22,Network Engineer,Melissa Baker,elise.vazquez@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Retirement,Partner discover size agency alone.,Executive Office,Field Operations,12-05-1953,MA,Top Hand,Male,21738,Asian,Single,PIP,3,medium
3834,Monique,Pierce,10-May-19,05-Aug-21,Network Engineer,Gregory Coleman,monique.pierce@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Involuntary,Participant candidate wonder growth agree.,Executive Office,Field Operations,11-07-1961,MA,Technician,Male,40039,Hispanic,Married,Fully Meets,3,medium
3835,Axel,Higgins,02-Jan-19,06-Dec-22,IT Support,Paul Smith,axel.higgins@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Resignation,Try crime reach magazine their grow feeling.,IT/IS,Yard (Material Handling),11-10-1993,MA,Associate,Male,45952,Hispanic,Divorced,Fully Meets,3,medium
3836,Marcos,Petty,13-Aug-21,,IT Support,Heather Farmer,marcos.petty@bilearner.com,PL,Active,Contract,Zone A,Temporary,Unk,,IT/IS,General - Con,12-01-1946,MA,Technician,Male,9738,Black,Single,Fully Meets,3,medium
3837,Mia,Cowan,02-Oct-22,13-Nov-22,IT Support,Thomas Weaver,mia.cowan@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Often my different just.,IT/IS,Finance & Accounting,27-08-1956,MA,Administrative,Male,72879,Other,Single,PIP,3,medium
3838,Tanya,Leonard,17-Dec-18,21-Apr-21,IT Support,Duane Le,tanya.leonard@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Race state time lose.,IT/IS,Field Operations,14-08-1979,MA,Assistant,Female,28364,Asian,Single,PIP,3,medium
3839,Dereon,Page,11-Oct-21,,Sr. Network Engineer,Jason Morris DVM,dereon.page@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,General - Con,27-09-2000,MA,Lineman,Male,94433,Hispanic,Divorced,PIP,3,medium
3840,Meadow,Boyer,01-Apr-23,18-May-23,Sr. Network Engineer,Alex Lewis,meadow.boyer@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,Item type author pick set read style.,IT/IS,Field Operations,25-10-1969,MA,Foreman,Male,97654,Hispanic,Single,Fully Meets,3,medium
3841,Paris,Simpson,20-Mar-21,,Principal Data Architect,Kevin Gross,paris.simpson@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Wireline Construction,17-06-1970,CT,Laborer,Male,78239,Asian,Single,Fully Meets,3,medium
3842,Kyla,Durham,20-Aug-20,11-Aug-21,Enterprise Architect,Clayton Robertson,kyla.durham@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Part-Time,Involuntary,Visit lawyer interesting.,IT/IS,Aerial,19-07-1951,MA,Lineman,Female,40402,White,Divorced,Fully Meets,3,medium
3843,Cassidy,Maddox,16-Jul-23,30-Jul-23,Sr. DBA,Melissa Pineda,cassidy.maddox@bilearner.com,EW,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Place field everyone yourself.,IT/IS,Engineers,07-02-1977,MA,Engineer,Female,21480,Asian,Single,Fully Meets,3,medium
3844,Edgar,Underwood,10-Jun-21,18-Aug-22,Network Engineer,Melissa Torres,edgar.underwood@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Voluntary,Church happen network dog kid thought.,Executive Office,General - Con,02-06-1961,MA,Laborer,Male,49677,White,Single,PIP,3,medium
3845,Jaiden,Underwood,25-Aug-19,,Network Engineer,Jordan Caldwell,jaiden.underwood@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Executive Office,Field Operations,10-08-1969,MA,Laborer,Male,69726,Hispanic,Single,PIP,3,medium
3846,Eugene,Potts,04-May-20,15-May-23,IT Support,Anthony Neal,eugene.potts@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Retirement,Fall often enjoy once house card something.,IT/IS,Wireline Construction,10-08-1975,MA,Driver,Male,44664,Asian,Single,Fully Meets,3,medium
3847,Gilbert,Klein,24-Feb-19,11-Jun-20,IT Support,Gregory Rodriguez,gilbert.klein@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Retirement,Indeed compare I since possible something.,IT/IS,Field Operations,06-09-1998,MA,Laborer,Male,53800,Hispanic,Single,Fully Meets,3,medium
3848,Nathaly,Huffman,24-Sep-19,,IT Support,John Gordon,nathaly.huffman@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,18-08-1996,MA,Technician,Male,69459,Asian,Married,Fully Meets,3,medium
3849,Nancy,Clay,13-Feb-21,,IT Support,Darryl Vargas,nancy.clay@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,General - Con,21-01-1979,MA,Foreman,Female,78801,White,Widowed,Fully Meets,3,medium
3850,Kylie,Cantrell,05-Jan-20,25-Apr-22,Sr. Network Engineer,Cheryl Cook,kylie.cantrell@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Voluntary,Gas likely father read individual fly serve.,IT/IS,Yard (Material Handling),17-08-1953,MA,Administration,Male,77264,Hispanic,Single,Fully Meets,3,medium
3851,Vance,Marquez,18-Jan-19,30-Mar-20,Sr. Network Engineer,Thomas Hanson,vance.marquez@bilearner.com,NEL,Leave of Absence,Contract,Zone C,Temporary,Resignation,Law particularly paper friend.,IT/IS,Executive,07-07-1994,CT,Manager,Male,38058,Black,Married,PIP,3,medium
3852,Dante,Wyatt,01-Mar-19,25-Sep-21,Principal Data Architect,Dr. Eric Henderson,dante.wyatt@bilearner.com,PL,Leave of Absence,Part-Time,Zone A,Temporary,Retirement,Modern fight pattern.,IT/IS,Field Operations,10-09-1987,CT,Laborer,Female,34011,White,Widowed,PIP,3,medium
3853,Rey,Monroe,14-Aug-21,05-Nov-22,Enterprise Architect,James Horn,rey.monroe@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone A,Temporary,Resignation,Rule yes maintain treatment.,IT/IS,General - Con,18-07-1983,MA,Operator,Female,56198,Asian,Single,Fully Meets,3,medium
3854,Jayden,Mckee,06-Jun-19,05-Sep-19,Network Engineer,Matthew Miranda,jayden.mckee@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Retirement,Area card test push day effect.,Executive Office,Technology / It,24-01-1942,MA,Manager,Male,72343,Black,Single,Fully Meets,3,medium
3855,Brady,Yoder,25-May-21,13-Aug-22,Network Engineer,Jason Patel,brady.yoder@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Case try necessary test. Full today TV bit year.,Executive Office,People Services,01-10-1999,MA,Accountant,Male,77314,Other,Widowed,Fully Meets,3,medium
3856,Darwin,Allen,17-Mar-23,12-Jun-23,Network Engineer,Michael Young,darwin.allen@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Involuntary,Stand cut knowledge staff course than class.,Executive Office,Wireline Construction,17-05-1994,MA,Groundman,Male,57170,Other,Divorced,PIP,3,medium
3857,Jasper,Harrison,02-Oct-22,11-Oct-22,IT Support,Lindsey Osborne,jasper.harrison@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Voluntary,Forget budget now window.,IT/IS,Fielders,24-05-1963,MA,Engineer,Male,18837,Black,Widowed,PIP,3,medium
3858,Bailey,Humphrey,22-Jan-22,,IT Support,Gerald Yu,bailey.humphrey@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Engineers,02-07-1951,MA,Technician,Male,90580,Other,Married,Fully Meets,3,medium
3859,Clare,English,29-Nov-19,18-Aug-22,IT Support,Randall Keller,clare.english@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Voluntary,Conference feeling notice military.,IT/IS,Fielders,20-04-1992,MA,Engineer,Female,70282,Hispanic,Married,PIP,3,medium
3860,Amy,Sherman,01-Jul-20,22-Sep-22,IT Support,Ricky Banks,amy.sherman@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Resignation,A matter seven second professor.,IT/IS,Catv,04-01-1996,MA,Lineman,Female,86329,Asian,Single,Fully Meets,3,medium
3861,Lizbeth,Hunt,24-Mar-22,,Sr. Network Engineer,Jessica Figueroa,lizbeth.hunt@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,25-02-1965,MA,Flagger,Male,70757,Other,Widowed,PIP,3,medium
3862,Eden,Armstrong,13-May-19,06-Jun-23,Sr. Network Engineer,Lindsey Gibson,eden.armstrong@bilearner.com,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Contain result down realize employee image in.,IT/IS,Project Management - Con,05-05-1989,CT,Engineer,Male,58224,White,Married,PIP,3,medium
3863,Eugene,Mueller,07-Jun-19,,Principal Data Architect,Jeremy Hanson,eugene.mueller@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Aerial,19-03-1972,MA,Technician,Female,38413,Other,Single,PIP,3,medium
3864,Tiffany,Washington,05-Dec-22,13-Jun-23,Enterprise Architect,David Chung,tiffany.washington@bilearner.com,SVG,Leave of Absence,Contract,Zone A,Full-Time,Resignation,Sort blue time total.,IT/IS,Aerial,27-04-1969,MA,Laborer,Female,32977,Other,Married,Needs Improvement,3,medium
3865,Sloane,Moss,29-Sep-20,22-Oct-21,Network Engineer,Jacob Russo,sloane.moss@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Involuntary,Me husband about special within.,Production       ,Sales & Marketing,03-10-1963,MA,Vp,Male,9209,Asian,Single,Needs Improvement,3,medium
3866,Kaeden,Vargas,04-Sep-20,17-Apr-21,Network Engineer,Harold Lee,kaeden.vargas@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Retirement,First bed red in.,Executive Office,Field Operations,09-11-1959,MA,Technician,Male,58737,Other,Divorced,Fully Meets,3,medium
3867,Lena,Sandoval,26-Aug-18,,Network Engineer,Heather Hill,lena.sandoval@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Executive Office,Catv,21-10-1986,MA,Clerk,Male,5363,Other,Widowed,Fully Meets,3,medium
3868,Adrien,Olsen,17-Aug-19,,Network Engineer,Jasmine Smith,adrien.olsen@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Finance & Accounting,23-03-2000,MA,Administrative,Male,51175,Hispanic,Widowed,Fully Meets,3,medium
3869,Damari,Brewer,25-Sep-19,07-Feb-20,IT Support,Shawn Martin,damari.brewer@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Investment radio bring who. Big move rise return.,IT/IS,Field Operations,10-06-1977,MA,Drafter,Male,49132,Hispanic,Divorced,Fully Meets,3,medium
3870,Annalise,Gross,11-Mar-23,11-Mar-23,IT Support,Mr. Todd Lawson,annalise.gross@bilearner.com,PL,Active,Contract,Zone B,Temporary,Resignation,Capital economy while notice this nice.,IT/IS,Project Management - Con,23-11-1966,MA,Laborer,Male,64853,Asian,Single,Fully Meets,3,medium
3871,Kamari,Mcgrath,15-Dec-22,,IT Support,Laura Sanchez,kamari.mcgrath@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Con,05-06-1971,MA,Lineman,Female,39859,White,Widowed,Fully Meets,3,medium
3872,Lorena,Rice,10-Aug-18,08-Feb-21,IT Support,Jeffrey Ramos,lorena.rice@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Four yourself strong give focus meeting.,IT/IS,Engineers,08-01-1966,MA,Director,Female,48135,Asian,Single,Fully Meets,3,medium
3873,Eliezer,Stokes,04-Mar-22,22-Jun-23,Sr. Network Engineer,Patricia Johnson,eliezer.stokes@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Up reason question past attention.,IT/IS,Executive,27-10-1972,MA,General Manager,Male,41066,Hispanic,Widowed,Fully Meets,3,medium
3874,Aspen,Reyes,02-Jun-20,,Sr. Network Engineer,Brandy Greer,aspen.reyes@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,22-10-1997,CT,Laborer,Male,28613,Hispanic,Married,Fully Meets,3,medium
3875,Rudy,Richardson,29-Jun-21,,Sr. Network Engineer,Charles Velez,rudy.richardson@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Underground,23-08-1969,CT,Laborer,Male,81215,Asian,Divorced,Fully Meets,3,medium
3876,Alana,Castro,24-Oct-21,,Principal Data Architect,Deborah Bell,alana.castro@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,IT/IS,General - Con,30-05-1954,MA,Lineman,Female,70578,Hispanic,Single,PIP,3,medium
3877,Oscar,Lopez,22-Oct-18,07-Apr-20,Network Engineer,Christian Ortega,oscar.lopez@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Resignation,Increase town serious care support key heavy.,Executive Office,General - Con,21-01-1976,MA,Lineman,Male,81607,Asian,Single,PIP,3,medium
3878,Carter,Cook,08-Sep-18,23-Aug-21,Network Engineer,Michael Morton,carter.cook@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Voluntary,Hot star town often onto although cultural.,Executive Office,Engineers,18-02-1967,MA,Engineer,Male,69536,Other,Divorced,Fully Meets,3,medium
3879,Liam,Hanna,08-Feb-19,24-Feb-23,Network Engineer,Brian Aguirre,liam.hanna@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Say rate glass natural study pattern.,IT/IS,Field Operations,13-01-1996,MA,Clerk,Male,16655,Hispanic,Married,Fully Meets,3,medium
3880,Zara,Pitts,29-Mar-21,27-Jun-21,Network Engineer,Richard Gonzalez,zara.pitts@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Voluntary,Offer kitchen foreign role.,IT/IS,General - Con,15-05-1973,MA,Clerical,Male,73726,Black,Single,Fully Meets,3,medium
3881,Abby,Woodward,19-Jun-19,,IT Support,Karen Elliott,abby.woodward@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Field Operations,12-11-1992,MA,Laborer,Male,14181,Other,Divorced,Fully Meets,3,medium
3882,Litzy,Esparza,30-Jan-19,,IT Support,Kelly Bean,litzy.esparza@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Wireless,15-02-1946,MA,Operator,Female,14438,Asian,Married,Fully Meets,3,medium
3883,Noemi,Brewer,06-May-22,26-Sep-22,IT Support,Jacob Hamilton,noemi.brewer@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Involuntary,Here employee minute officer southern.,IT/IS,Field Operations,16-06-1991,MA,Administrator,Female,11294,White,Widowed,Fully Meets,3,medium
3884,Gilberto,Macdonald,02-Feb-19,,IT Support,Barbara Skinner,gilberto.macdonald@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,Engineers,27-04-1987,MA,Engineer,Female,96985,Black,Widowed,Fully Meets,3,medium
3885,Armando,Macias,08-Dec-21,,Sr. Network Engineer,Aaron Oconnor,armando.macias@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Engineers,21-10-1948,CT,Engineer,Female,93436,Black,Single,Fully Meets,3,medium
3886,Britney,Kelly,12-Oct-18,,Sr. Network Engineer,Christine Mcgee,britney.kelly@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Wireless,06-12-1977,CT,Technician,Male,42646,Other,Single,Fully Meets,3,medium
3887,Emanuel,Haas,22-Apr-22,15-May-23,Sr. Network Engineer,Jose Moran,emanuel.haas@bilearner.com,NEL,Leave of Absence,Contract,Zone B,Temporary,Retirement,Fact item service few contain less available.,IT/IS,General - Con,24-06-1954,CT,Flagger,Male,54502,White,Divorced,Exceeds,3,medium
3888,Karlie,Drake,05-Sep-21,08-Jul-22,Principal Data Architect,Jimmy Beck,karlie.drake@bilearner.com,PL,Leave of Absence,Full-Time,Zone B,Full-Time,Retirement,Too within that room.,IT/IS,Engineers,20-06-1987,MA,Engineer,Female,88391,Other,Divorced,Fully Meets,3,medium
3889,Myla,Mullen,05-Sep-22,30-Oct-22,Network Engineer,Lisa Chase,myla.mullen@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Resignation,With affect give water contain lose subject wide.,Executive Office,General - Con,15-10-1982,MA,Foreman,Male,26421,Black,Single,Fully Meets,3,medium
3890,Alan,Holland,19-Jul-22,25-Apr-23,Network Engineer,Susan Livingston,alan.holland@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Card around respond current seem along.,IT/IS,General - Con,20-08-1999,MA,Foreman,Male,85660,Asian,Divorced,Fully Meets,3,medium
3891,Brooklynn,Greene,26-May-22,,Network Engineer,April Castillo,brooklynn.greene@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Engineers,04-07-1960,MA,Engineer,Male,60107,Other,Single,Fully Meets,3,medium
3892,Maxwell,Mcpherson,31-Oct-22,,Network Engineer,Diane James,maxwell.mcpherson@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Engineers,01-04-1978,MA,Principal,Male,60831,Hispanic,Divorced,Fully Meets,3,medium
3893,Lukas,Freeman,22-Mar-23,28-Jul-23,IT Support,Allison Shannon,lukas.freeman@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Involuntary,Series remember American lawyer probably be.,IT/IS,General - Con,15-04-1953,MA,Laborer,Female,68298,Asian,Married,Fully Meets,3,medium
